,in_degree,out_degree,in_strength_total,out_strength_total,label
43012,1,0,845,0,0
43013,1,0,128413,0,0
43014,1,0,6327,0,0
43015,1,1,4324,73,0
43016,1,0,11,0,0
43017,1,0,1366,0,0
43018,1,1,269,25717,0
43019,1,0,939,0,0
43020,0,6,0,101998,0
43021,1,0,61,0,0
43022,1,0,39562,0,0
43023,1,0,190,0,0
43024,1,0,58406,0,0
43025,0,1,0,4207,0
43026,0,1,0,15195,0
43027,0,7,0,82765,0
43028,1,0,541,0,0
43029,1,0,1041,0,0
43030,1,0,3539,0,0
43031,2,4,43971,62964,0
43032,1,0,5409,0,0
43033,1,0,397,0,0
43034,1,0,403,0,0
43035,0,1,0,307,0
43036,0,2,0,57996,0
43037,0,1,0,301,0
43038,0,1,0,15,0
43039,0,1,0,225516,0
43040,0,1,0,36943,0
43041,0,1,0,6420,0
43042,0,1,0,533,0
43043,0,1,0,2288,0
43044,0,1,0,32,0
43045,0,1,0,125,0
43046,4,7,74041,99282,0
43047,1,0,31190,0,0
43048,1,0,263,0,0
43049,2,0,497,0,0
43050,0,2,0,7926,0
43051,0,1,0,2566,0
43052,0,1,0,312,0
43053,0,1,0,367,0
43054,0,1,0,337,0
43055,0,1,0,1002,0
43056,0,3,0,4560,0
43057,0,1,0,179009,0
43058,1,1,76,3968,0
43059,1,1,14614,10335,0
43060,0,1,0,1472,0
43061,0,1,0,10910,0
43062,0,1,0,134,0
43063,0,3,0,2546,0
43064,1,0,1955,0,0
43065,1,0,429,0,0
43066,1,3,380075,1537,0
43067,0,1,0,511,0
43068,1,0,59,0,0
43069,2,3,556,2011,0
43070,1,1,362,480,0
43071,1,0,870,0,0
43072,0,1,0,35998,0
43073,0,1,0,326,0
43074,0,1,0,520,0
43075,0,1,0,76,0
43076,1,2,92,34230,0
43077,0,2,0,24849,0
43078,0,1,0,671,0
43079,1,1,126,4872,0
43080,0,2,0,43,0
43081,1,1,4129,16991,0
43082,2,0,9351,0,0
43083,0,1,0,27,0
43084,0,1,0,57,0
43085,0,1,0,1332,0
43086,0,1,0,6269,0
43087,0,1,0,51742,0
43088,0,1,0,6609,0
43089,0,1,0,16667,0
43090,0,1,0,981,0
43091,0,2,0,984,0
43092,0,1,0,916,0
43093,0,1,0,125,0
43094,0,2,0,4480,0
43095,2,3,14263,4374,0
43096,1,9,21622,14647,0
43097,1,0,367,0,0
43098,1,0,358,0,0
43099,1,0,397,0,0
43100,1,0,143,0,0
43101,1,0,667,0,0
43102,1,0,440,0,0
43103,1,1,16213,63,0
43104,0,1,0,81,0
43105,0,1,0,1393,0
43106,0,1,0,2207,0
43107,0,1,0,156,0
43108,0,1,0,10072,0
43109,0,1,0,220,0
43110,2,1,114470,29,0
43111,0,1,0,936,0
43112,0,1,0,113534,0
43113,0,1,0,628,0
43114,0,1,0,16,0
43115,0,2,0,4478,0
43116,0,8,0,74643,0
43117,1,0,409,0,0
43118,1,0,31,0,0
43119,1,0,30662,0,0
43120,1,0,255,0,0
43121,1,0,20104,0,0
43122,1,0,3357,0,0
43123,0,1,0,5,0
43124,0,1,0,297,0
43125,0,1,0,551241,0
43126,0,1,0,9842978,0
43127,0,1,0,30695,0
43128,0,1,0,1399,0
43129,0,1,0,3640,0
43130,0,1,0,55902,0
43131,0,1,0,6985,0
43132,0,1,0,20569,0
43133,0,1,0,846,0
43134,0,1,0,1318,0
43135,0,2,0,6858,0
43136,0,1,0,1456,0
43137,0,1,0,6813,0
43138,0,1,0,199,0
43139,0,1,0,2318,0
43140,0,1,0,15450,0
43141,0,2,0,16294,0
43142,0,2,0,88142,0
43143,0,1,0,395,0
43144,0,1,0,432,0
43145,1,2,1,32873,0
43146,1,2,721,64398,0
43147,5,9,2385,4914953,0
43148,0,1,0,2330,0
43149,0,2,0,514,0
43150,1,1,17821,6904,0
43151,1,0,21901,0,0
43152,1,4,24,83927,0
43153,1,0,12007,0,0
43154,0,2,0,55,0
43155,1,4,31,579,0
43156,0,1,0,147473,0
43157,0,1,0,8,0
43158,0,1,0,59941,0
43159,0,1,0,384,0
43160,1,0,857,0,0
43161,1,0,393,0,0
43162,1,0,22134,0,0
43163,0,1,0,546,0
43164,0,1,0,3797,0
43165,0,1,0,153,0
43166,1,1,4935,2457443,0
43167,0,1,0,587,0
43168,0,1,0,5130,0
43169,0,1,0,1007,0
43170,0,1,0,76579,0
43171,0,2,0,8660,0
43172,0,1,0,250107,0
43173,0,1,0,18813,0
43174,0,1,0,34158,0
43175,0,1,0,5303,0
43176,0,1,0,61,0
43177,0,1,0,76,0
43178,0,1,0,8013,0
43179,0,1,0,4242,0
43180,0,1,0,3345,0
43181,0,1,0,146,0
43182,0,1,0,313,0
43183,0,1,0,820,0
43184,0,1,0,412,0
43185,0,1,0,148,0
43186,0,1,0,407,0
43187,0,1,0,33,0
43188,0,1,0,59787138,0
43189,0,1,0,8480,0
43190,0,1,0,23,0
43191,0,1,0,23701,0
43192,0,1,0,2761,0
43193,0,1,0,1058,0
43194,0,1,0,2437,0
43195,1,1,769,503659,0
43196,1,0,69,0,0
43197,0,1,0,159,0
43198,0,1,0,256,0
43199,0,1,0,83,0
43200,0,2,0,70855,0
43201,3,0,2043,0,0
43202,2,0,68529,0,0
43203,1,0,1340,0,0
43204,0,1,0,4503,0
43205,0,1,0,2,0
43206,3,3,29862,732,0
43207,1,0,89,0,0
43208,0,1,0,27049,0
43209,0,1,0,4828,0
43210,0,1,0,21344,0
43211,0,1,0,3690,0
43212,1,1,1435,853,0
43213,0,12,0,40655,0
43214,2,0,2429,0,0
43215,1,0,208,0,0
43216,1,0,8188,0,0
43217,1,0,547,0,0
43218,1,0,3918,0,0
43219,0,1,0,804,0
43220,0,1,0,219,0
43221,1,1,2151,62,0
43222,5,3,70217,11138,0
43223,1,1,492,279,0
43224,2,0,466,0,0
43225,1,2,775,17673,0
43226,0,1,0,4119,0
43227,0,1,0,64154,0
43228,0,1,0,3534,0
43229,0,1,0,372,0
43230,0,1,0,1878,0
43231,0,1,0,775,0
43232,0,1,0,102,0
43233,1,0,2799,0,0
43234,0,1,0,58,0
43235,0,1,0,1821,0
43236,0,4,0,9187,0
43237,2,1,27172,7688,0
43238,1,2,850,82443,0
43239,0,1,0,310,0
43240,0,1,0,12019,0
43241,0,1,0,1038,0
43242,0,1,0,686,0
43243,0,1,0,231,0
43244,0,1,0,7455,0
43245,0,1,0,14,0
43246,1,1,695,444,0
43247,0,1,0,4328,0
43248,0,2,0,23179,0
43249,2,0,22122,0,0
43250,0,2,0,5562,0
43251,2,2,4401,80040,0
43252,1,2,162,3982,0
43253,0,1,0,1283,0
43254,0,1,0,359079,0
43255,0,1,0,43,0
43256,0,2,0,100,0
43257,1,4,88,7267,0
43258,0,1,0,18879,0
43259,0,1,0,782,0
43260,0,1,0,2109,0
43261,0,1,0,5517,0
43262,0,1,0,2003,0
43263,0,1,0,24845,0
43264,0,2,0,48903,0
43265,0,1,0,26,0
43266,0,1,0,252,0
43267,0,1,0,23,0
43268,0,1,0,491,0
43269,0,1,0,498,0
43270,0,1,0,104,0
43271,0,1,0,813,0
43272,8,0,13871,0,0
43273,1,0,322,0,0
43274,0,1,0,83,0
43275,0,1,0,35,0
43276,1,0,52,0,0
43277,2,0,1634,0,0
43278,1,0,5088,0,0
43279,1,0,95,0,0
43280,0,1,0,35507,0
43281,0,1,0,397,0
43282,0,1,0,125,0
43283,0,1,0,1250,0
43284,0,1,0,13500,0
43285,1,0,1039,0,0
43286,1,0,235,0,0
43287,1,0,337,0,0
43288,1,0,76926,0,0
43289,1,0,17440,0,0
43290,1,0,70,0,0
43291,2,0,2379,0,0
43292,0,1,0,625,0
43293,0,1,0,10531,0
43294,0,1,0,1714,0
43295,1,0,133,0,0
43296,1,0,4,0,0
43297,1,0,295,0,0
43298,1,0,18,0,0
43299,1,0,855,0,0
43300,0,2,0,5291,0
43301,0,2,0,1736,0
43302,0,2,0,1786,0
43303,1,1,888,429,0
43304,0,1,0,79876,0
43305,0,1,0,591,0
43306,0,1,0,102329,0
43307,1,0,69,0,0
43308,2,0,1494,0,0
43309,1,0,27309,0,0
43310,0,1,0,7120,0
43311,2,2,64458,663,0
43312,1,0,653,0,0
43313,0,1,0,32670,0
43314,0,1,0,31788,0
43315,0,1,0,1224,0
43316,0,1,0,2443,0
43317,0,1,0,2908,0
43318,1,1,101652,22460,0
43319,0,1,0,101652,0
43320,1,0,15994,0,0
43321,0,1,0,1004,0
43322,0,3,0,249351,0
43323,1,1,223765,111,0
43324,0,2,0,1107,0
43325,1,0,1102,0,0
43326,0,1,0,122,0
43327,0,1,0,168,0
43328,1,0,111,0,0
43329,0,3,0,1139090,0
43330,1,0,168,0,0
43331,1,0,39,0,0
43332,1,0,2358,0,0
43333,1,0,40749,0,0
43334,1,0,3333,0,0
43335,0,1,0,5510,0
43336,0,1,0,334,0
43337,0,3,0,12778,0
43338,0,2,0,4190,0
43339,0,1,0,180612,0
43340,0,1,0,1067,0
43341,0,1,0,240308,0
43342,0,1,0,20530,0
43343,0,1,0,3710,0
43344,0,1,0,19536,0
43345,0,1,0,13794,0
43346,0,1,0,5508,0
43347,0,1,0,182,0
43348,0,1,0,186545,0
43349,0,1,0,564,0
43350,0,3,0,18447,0
43351,1,0,17046,0,0
43352,0,3,0,73765,0
43353,2,0,194799,0,0
43354,0,1,0,16717,0
43355,0,1,0,21,0
43356,0,1,0,362,0
43357,0,1,0,199,0
43358,0,1,0,2894,0
43359,0,1,0,423,0
43360,0,1,0,70401,0
43361,6,7,316253,298807,0
43362,0,2,0,10422,0
43363,1,0,1780,0,0
43364,0,1,0,22796,0
43365,1,0,14518,0,0
43366,0,1,0,33312,0
43367,1,0,420,0,0
43368,2,3,65608,35085,0
43369,1,1,34458,259,0
43370,1,4,297,138567,0
43371,1,0,121683,0,0
43372,1,0,272,0,0
43373,1,0,16608,0,0
43374,0,1,0,65349,0
43375,0,1,0,11352,0
43376,0,1,0,1651,0
43377,0,1,0,246,0
43378,0,1,0,611,0
43379,0,1,0,32,0
43380,0,1,0,105571,0
43381,0,1,0,1356,0
43382,0,1,0,206,0
43383,0,1,0,379,0
43384,0,1,0,6478,0
43385,0,1,0,3594,0
43386,0,1,0,35158,0
43387,0,1,0,574,0
43388,0,1,0,0,0
43389,0,1,0,9813,0
43390,0,1,0,2681,0
43391,0,1,0,18,0
43392,0,2,0,19380,0
43393,0,1,0,4464,0
43394,2,7,1619,131420,0
43395,0,1,0,3165,0
43396,0,1,0,41804,0
43397,0,1,0,1051,0
43398,0,1,0,2093,0
43399,0,1,0,8928,0
43400,0,1,0,379,0
43401,0,1,0,214,0
43402,0,1,0,107,0
43403,0,1,0,1492,0
43404,0,1,0,3890,0
43405,1,2,16524,744,0
43406,0,1,0,401,0
43407,0,1,0,10835,0
43408,0,1,0,4529,0
43409,0,1,0,7300,0
43410,0,1,0,350,0
43411,0,1,0,3963,0
43412,0,1,0,65,0
43413,0,1,0,625006,0
43414,1,1,1865,713,0
43415,0,1,0,13516,0
43416,0,2,0,562,0
43417,0,1,0,17910,0
43418,0,1,0,314,0
43419,0,1,0,2637,0
43420,0,1,0,4252,0
43421,2,1,1301,414,0
43422,1,1,3189,43,0
43423,2,5,10253,16864,0
43424,1,0,10569,0,0
43425,1,0,2789,0,0
43426,1,1,292,7633,0
43427,0,1,0,5,0
43428,0,1,0,803,0
43429,0,1,0,498,0
43430,0,3,0,55262,0
43431,1,0,52015,0,0
43432,0,1,0,425,0
43433,0,1,0,85,0
43434,0,1,0,3710,0
43435,0,1,0,805,0
43436,0,2,0,47114,0
43437,0,1,0,72506,0
43438,0,1,0,1489,0
43439,0,1,0,1020,0
43440,0,1,0,1722,0
43441,0,1,0,18404,0
43442,0,1,0,1159,0
43443,0,1,0,9388,0
43444,0,1,0,459,0
43445,0,2,0,185056,0
43446,1,1,123293,353,0
43447,1,0,9860,0,0
43448,0,1,0,967563,0
43449,2,2,29949,133154,0
43450,3,4,401,1285420,0
43451,1,1,60211,547,0
43452,6,8,1295377,39440,0
43453,3,3,4484,1953,0
43454,1,0,4630,0,0
43455,0,4,0,151818,0
43456,1,0,23,0,0
43457,1,0,1744,0,0
43458,1,0,89840,0,0
43459,2,0,216,0,0
43460,1,0,2124,0,0
43461,1,0,1670,0,0
43462,1,0,1082,0,0
43463,1,3,120,450,0
43464,0,1,0,6107,0
43465,1,0,185,0,0
43466,0,1,0,7579,0
43467,0,1,0,3709,0
43468,1,0,26305,0,0
43469,1,0,15255,0,0
43470,2,1,10526,475,0
43471,0,1,0,214,0
43472,0,3,0,27136,0
43473,1,1,965,633,0
43474,0,3,0,3736,0
43475,1,0,570,0,0
43476,1,2,287,4094,0
43477,0,5,0,26976,0
43478,1,0,14158,0,0
43479,1,0,894,0,0
43480,1,0,11534,0,0
43481,1,0,35,0,0
43482,2,0,2062,0,0
43483,1,0,1102,0,0
43484,0,1,0,22188,0
43485,2,0,3452,0,0
43486,1,0,2037491,0,0
43487,1,0,176602,0,0
43488,1,0,2809,0,0
43489,0,2,0,8715,0
43490,0,2,0,97995,0
43491,0,2,0,41154137,0
43492,0,1,0,531,0
43493,0,1,0,205,0
43494,0,1,0,50132,0
43495,0,1,0,10,0
43496,0,1,0,318,0
43497,0,1,0,389,0
43498,0,1,0,1020886,0
43499,0,1,0,45,0
43500,0,1,0,14399,0
43501,0,1,0,1286,0
43502,0,1,0,122,0
43503,0,1,0,949,0
43504,0,2,0,5770,0
43505,0,1,0,88,0
43506,0,1,0,11800,0
43507,0,1,0,2193,0
43508,0,1,0,1033,0
43509,0,1,0,271216,0
43510,0,1,0,390,0
43511,0,1,0,6,0
43512,0,1,0,36498,0
43513,0,1,0,596,0
43514,0,1,0,2674,0
43515,0,1,0,1307,0
43516,0,1,0,625,0
43517,0,1,0,2220,0
43518,0,2,0,1746,0
43519,1,1,1610,42877,0
43520,2,3,10395,22306,0
43521,1,0,10159,0,0
43522,0,1,0,3900,0
43523,0,2,0,1486,0
43524,0,1,0,228,0
43525,1,0,84,0,0
43526,1,0,2362,0,0
43527,0,1,0,1461,0
43528,0,2,0,692241,0
43529,1,0,12250,0,0
43530,0,1,0,3890,0
43531,0,1,0,853,0
43532,1,0,11900,0,0
43533,1,0,47621,0,0
43534,1,0,2342,0,0
43535,1,0,11438,0,0
43536,1,0,12,0,0
43537,1,0,292,0,0
43538,1,0,25108,0,0
43539,1,0,7416,0,0
43540,1,0,2104,0,0
43541,1,0,1502,0,0
43542,1,0,2217,0,0
43543,1,0,95,0,0
43544,2,0,7240,0,0
43545,0,1,0,12654,0
43546,0,1,0,597,0
43547,0,1,0,1602,0
43548,0,1,0,138,0
43549,0,1,0,966,0
43550,0,1,0,6804,0
43551,0,1,0,73,0
43552,0,1,0,77,0
43553,0,2,0,1647,0
43554,0,1,0,1390,0
43555,0,1,0,223,0
43556,4,0,458557,0,0
43557,0,1,0,447168,0
43558,0,2,0,94012,0
43559,1,1,80,342,0
43560,0,1,0,4150,0
43561,0,1,0,293,0
43562,0,1,0,119,0
43563,0,1,0,2458,0
43564,0,1,0,499,0
43565,0,1,0,779,0
43566,0,1,0,63,0
43567,0,1,0,1204,0
43568,0,1,0,427,0
43569,0,1,0,2600,0
43570,0,1,0,17714,0
43571,0,1,0,12800,0
43572,0,1,0,689,0
43573,0,1,0,2456,0
43574,0,1,0,3063,0
43575,0,1,0,1154,0
43576,0,1,0,5287,0
43577,0,1,0,105588,0
43578,0,1,0,2915,0
43579,0,2,0,51798,0
43580,2,0,455791,0,0
43581,0,1,0,8134,0
43582,0,1,0,73,0
43583,0,1,0,6549,0
43584,0,1,0,10030,0
43585,0,1,0,191,0
43586,0,1,0,302,0
43587,1,1,2748,331,0
43588,0,1,0,2748,0
43589,1,1,4449,63,0
43590,0,1,0,23961,0
43591,0,1,0,542,0
43592,0,1,0,8933,0
43593,0,1,0,957,0
43594,0,1,0,5991,0
43595,0,1,0,2483,0
43596,1,0,8886,0,0
43597,0,5,0,14766,0
43598,1,0,64,0,0
43599,0,1,0,17460,0
43600,0,3,0,90639,0
43601,2,0,87293,0,0
43602,0,2,0,197292,0
43603,1,1,13125,5184,0
43604,1,0,16025,0,0
43605,1,0,2856,0,0
43606,1,0,225,0,0
43607,1,0,947,0,0
43608,0,1,0,860,0
43609,0,1,0,65,0
43610,0,1,0,15,0
43611,0,1,0,778,0
43612,2,1,1343,62152,0
43613,0,1,0,1282,0
43614,0,2,0,1127,0
43615,0,1,0,241,0
43616,0,1,0,69,0
43617,0,1,0,1835,0
43618,0,1,0,21625,0
43619,0,1,0,29939,0
43620,0,1,0,1733,0
43621,1,1,580640,30059,0
43622,0,1,0,580640,0
43623,0,1,0,362,0
43624,0,1,0,2265,0
43625,0,1,0,187025,0
43626,0,1,0,1901277,0
43627,0,1,0,1497,0
43628,0,1,0,65,0
43629,0,1,0,3115,0
43630,0,1,0,2145,0
43631,4,0,15041,0,0
43632,0,4,0,15532,0
43633,1,0,680,0,0
43634,0,1,0,8516,0
43635,0,1,0,1626,0
43636,0,2,0,451,0
43637,1,0,54,0,0
43638,1,0,25505,0,0
43639,1,0,256,0,0
43640,1,0,16686,0,0
43641,0,1,0,2055,0
43642,0,1,0,9324,0
43643,0,2,0,29056,0
43644,0,1,0,3747,0
43645,0,1,0,467,0
43646,0,1,0,847,0
43647,0,1,0,7591,0
43648,0,1,0,3273,0
43649,0,1,0,127,0
43650,0,1,0,2037,0
43651,0,1,0,11427,0
43652,0,1,0,7212,0
43653,0,1,0,1457,0
43654,0,1,0,50982,0
43655,0,1,0,1133,0
43656,0,1,0,843,0
43657,0,1,0,1297,0
43658,0,1,0,2024,0
43659,0,2,0,6944,0
43660,0,1,0,37890,0
43661,0,1,0,49,0
43662,0,2,0,491,0
43663,0,1,0,2785,0
43664,0,1,0,1905,0
43665,0,1,0,2048,0
43666,1,0,30,0,0
43667,1,0,45967,0,0
43668,1,0,103,0,0
43669,0,1,0,22560,0
43670,0,2,0,56684,0
43671,2,1,130987,11654,0
43672,1,2,11654,75563,0
43673,2,0,145711,0,0
43674,1,0,320,0,0
43675,1,0,74,0,0
43676,1,0,1066,0,0
43677,16,2,548321,25986,0
43678,1,0,113,0,0
43679,0,1,0,4851,0
43680,0,1,0,321744,0
43681,0,1,0,1818,0
43682,0,1,0,4610,0
43683,0,1,0,340,0
43684,0,1,0,86482,0
43685,0,1,0,296,0
43686,0,1,0,245,0
43687,0,1,0,29,0
43688,0,1,0,29044,0
43689,0,1,0,65,0
43690,0,1,0,301,0
43691,0,1,0,7477,0
43692,0,1,0,571,0
43693,0,1,0,89527,0
43694,0,1,0,921,0
43695,0,6,0,12224,0
43696,1,1,1226,113390,0
43697,1,0,2412,0,0
43698,1,0,14,0,0
43699,1,0,3341,0,0
43700,0,3,0,80666,0
43701,1,1,74176,73,0
43702,0,1,0,1788,0
43703,0,1,0,446,0
43704,0,2,0,25826,0
43705,0,1,0,18,0
43706,0,1,0,43133,0
43707,0,1,0,22982,0
43708,1,0,1,0,0
43709,0,1,0,785,0
43710,0,1,0,2945700,0
43711,0,1,0,99,0
43712,0,1,0,101,0
43713,0,3,0,466,0
43714,0,1,0,82761,0
43715,0,3,0,7683,0
43716,0,1,0,2260,0
43717,1,0,50101,0,0
43718,0,1,0,2449,0
43719,0,1,0,16562,0
43720,0,1,0,105,0
43721,0,1,0,187,0
43722,1,0,2505,0,0
43723,0,1,0,6928,0
43724,0,2,0,836673,0
43725,0,1,0,1130,0
43726,0,2,0,77960,0
43727,1,0,77606,0,0
43728,0,1,0,329,0
43729,0,2,0,53990,0
43730,1,0,5146,0,0
43731,1,0,246,0,0
43732,1,1,4634,1466,0
43733,1,0,5483,0,0
43734,1,0,1236,0,0
43735,1,0,47604,0,0
43736,1,1,137,1050,0
43737,0,1,0,1611,0
43738,0,1,0,11382,0
43739,0,1,0,571,0
43740,0,1,0,58,0
43741,0,1,0,9893,0
43742,0,1,0,2618,0
43743,0,1,0,969,0
43744,0,1,0,59308,0
43745,0,1,0,15907,0
43746,0,1,0,60465,0
43747,0,1,0,733,0
43748,0,1,0,27397,0
43749,0,1,0,68339,0
43750,0,1,0,12686,0
43751,0,1,0,11309,0
43752,0,1,0,22784,0
43753,0,1,0,3834,0
43754,0,1,0,12896,0
43755,0,1,0,1652,0
43756,0,1,0,3652,0
43757,0,1,0,6849,0
43758,0,1,0,1273,0
43759,0,1,0,1673526,0
43760,0,1,0,6828,0
43761,0,1,0,167671,0
43762,0,1,0,7259,0
43763,0,1,0,26446,0
43764,0,1,0,52,0
43765,0,1,0,2855,0
43766,0,1,0,117678,0
43767,0,1,0,108,0
43768,0,1,0,104525,0
43769,0,1,0,87,0
43770,0,1,0,1573,0
43771,0,1,0,31340,0
43772,0,1,0,569,0
43773,0,1,0,3951,0
43774,0,1,0,3811,0
43775,2,1,1321,1325,0
43776,0,2,0,15918,0
43777,0,1,0,10228,0
43778,1,0,2696,0,0
43779,0,1,0,992,0
43780,0,2,0,74751,0
43781,0,1,0,51327,0
43782,0,1,0,14889,0
43783,0,1,0,202133,0
43784,0,1,0,12769,0
43785,0,1,0,2636,0
43786,15,17,204232,1209962,0
43787,1,0,2498,0,0
43788,1,0,2255,0,0
43789,1,0,7228,0,0
43790,1,0,7994,0,0
43791,1,0,16562,0,0
43792,2,0,9046,0,0
43793,1,1,5262,9930,0
43794,1,1,363730,17811,0
43795,1,1,7,50449,0
43796,1,0,490,0,0
43797,1,0,22,0,0
43798,1,0,745772,0,0
43799,1,0,23738,0,0
43800,1,0,254,0,0
43801,2,0,15029,0,0
43802,2,0,13115,0,0
43803,0,1,0,145,0
43804,0,2,0,5079,0
43805,2,3,215,4853,0
43806,1,1,2622,215,0
43807,0,1,0,0,0
43808,0,1,0,7544,0
43809,0,1,0,796,0
43810,0,4,0,56496,0
43811,2,0,27277,0,0
43812,1,0,33599,0,0
43813,0,3,0,3030,0
43814,3,0,10307,0,0
43815,0,1,0,40035,0
43816,2,6,1039,229794,0
43817,1,0,6159,0,0
43818,2,1,21272,56602,1
43819,0,1,0,3250,0
43820,1,0,166,0,0
43821,1,0,2144,0,0
43822,1,0,7830,0,0
43823,1,1,17620,1198,0
43824,1,0,266,0,0
43825,1,1,1198,2065,0
43826,0,1,0,922,0
43827,0,1,0,599,0
43828,0,1,0,217,0
43829,0,3,0,8051,0
43830,2,0,383,0,0
43831,8,1,45097,10482,0
43832,0,4,0,14771,0
43833,1,0,1038,0,0
43834,1,0,2635,0,0
43835,1,0,654,0,0
43836,1,0,4024,0,0
43837,1,0,996,0,0
43838,0,1,0,94,0
43839,3,1,5580,2409,0
43840,1,1,289,4480,0
43841,1,2,266,30469,0
43842,0,2,0,25171,0
43843,0,3,0,47759,0
43844,1,0,42831,0,0
43845,0,1,0,15,0
43846,0,1,0,487,0
43847,0,1,0,16,0
43848,0,1,0,6541,0
43849,0,1,0,44,0
43850,0,1,0,405,0
43851,0,1,0,53957,0
43852,0,1,0,539,0
43853,0,1,0,8487,0
43854,0,1,0,1348,0
43855,0,2,0,3165,0
43856,1,1,258,968,0
43857,0,2,0,37902,0
43858,0,1,0,6786,0
43859,0,1,0,9470,0
43860,0,1,0,97,0
43861,0,1,0,5679,0
43862,0,1,0,14365,0
43863,0,1,0,2969,0
43864,0,1,0,195,0
43865,0,1,0,10224,0
43866,0,1,0,3482,0
43867,0,1,0,183,0
43868,0,2,0,9638551,0
43869,1,1,1070,474,0
43870,0,1,0,4429,0
43871,0,1,0,151,0
43872,0,1,0,2655,0
43873,0,1,0,16357,0
43874,0,2,0,1138,0
43875,1,0,993,0,0
43876,3,1,535046,1353,0
43877,1,3,1353,540439,0
43878,0,2,0,656,0
43879,1,1,123,56,0
43880,3,3,843,136985,0
43881,1,0,129675,0,0
43882,1,0,1411,0,0
43883,0,1,0,617,0
43884,0,1,0,170,0
43885,0,1,0,117,0
43886,0,1,0,448,0
43887,0,1,0,3688,0
43888,0,1,0,14100,0
43889,4,3,360318,4418,0
43890,1,0,17,0,0
43891,0,1,0,944,0
43892,0,1,0,1863,0
43893,0,1,0,75412,0
43894,0,1,0,1653,0
43895,0,1,0,18,0
43896,0,1,0,75,0
43897,0,1,0,2020,0
43898,0,1,0,758,0
43899,0,1,0,18312,0
43900,0,4,0,15538,0
43901,1,1,7410,156382,0
43902,1,0,1067,0,0
43903,1,0,231,0,0
43904,0,1,0,18625,0
43905,0,2,0,25646,0
43906,0,2,0,17394,0
43907,0,1,0,103,0
43908,0,1,0,4972,0
43909,0,1,0,14144,0
43910,0,1,0,56376,0
43911,0,2,0,824,0
43912,0,1,0,11060,0
43913,2,4,128375,27585,0
43914,1,0,22090,0,0
43915,1,0,1293,0,0
43916,1,0,27,0,0
43917,0,1,0,29,0
43918,0,1,0,128346,0
43919,0,1,0,82469,0
43920,0,1,0,1913,0
43921,0,1,0,265,0
43922,0,1,0,2930,0
43923,0,2,0,7990,0
43924,0,1,0,4733,0
43925,0,1,0,31744,0
43926,0,1,0,240,0
43927,0,2,0,5433,0
43928,0,18,0,678715,0
43929,1,0,65,0,0
43930,1,0,43976,0,0
43931,1,0,305,0,0
43932,1,3,10310,5205,0
43933,2,0,4597,0,0
43934,2,2,8936,12544,0
43935,1,0,273249,0,0
43936,1,1,227086,1206,0
43937,1,0,99,0,0
43938,1,0,17684,0,0
43939,1,1,353,26091,0
43940,1,0,12111,0,0
43941,0,1,0,752,0
43942,0,1,0,150,0
43943,0,1,0,3,0
43944,0,1,0,4952,0
43945,1,3,635,24015,0
43946,1,0,141,0,0
43947,0,8,0,329987,0
43948,1,0,3375,0,0
43949,1,0,143012,0,0
43950,1,0,37821,0,0
43951,0,1,0,221,0
43952,0,1,0,2940,0
43953,0,1,0,3725,0
43954,0,1,0,25998,0
43955,0,1,0,7963,0
43956,0,1,0,81,0
43957,0,1,0,21602,0
43958,0,1,0,24,0
43959,0,1,0,1359,0
43960,0,1,0,24,0
43961,0,1,0,29540,0
43962,0,1,0,26,0
43963,0,1,0,84416,0
43964,0,1,0,38836,0
43965,0,1,0,1066,0
43966,0,1,0,29918,0
43967,1,0,104,0,0
43968,0,2,0,1999,0
43969,0,1,0,40241,0
43970,0,1,0,9983,0
43971,0,1,0,3389,0
43972,0,1,0,2363,0
43973,0,1,0,617,0
43974,0,1,0,102,0
43975,0,1,0,4680,0
43976,0,1,0,642,0
43977,0,1,0,1383,0
43978,0,1,0,4414,0
43979,0,1,0,4376,0
43980,0,1,0,7549,0
43981,0,1,0,748,0
43982,0,1,0,3732,0
43983,0,1,0,13079,0
43984,2,2,385367,80295,0
43985,0,1,0,409,0
43986,0,1,0,34,0
43987,0,1,0,395,0
43988,1,4,59853,106103,0
43989,2,0,107278,0,0
43990,0,1,0,59853,0
43991,0,1,0,14488,0
43992,0,2,0,856,0
43993,1,0,810,0,0
43994,0,1,0,7835,0
43995,0,2,0,73604,0
43996,3,0,85109,0,0
43997,0,1,0,6274,0
43998,0,1,0,503814,0
43999,0,1,0,344,0
44000,0,1,0,3813,0
44001,0,2,0,182220,0
44002,1,0,179724,0,0
44003,0,1,0,358,0
44004,1,1,348,188548,0
44005,0,1,0,2213,0
44006,0,1,0,198,0
44007,0,1,0,12,0
44008,1,1,2839,3443,0
44009,0,1,0,5,0
44010,0,1,0,2243,0
44011,1,1,18,115,0
44012,0,1,0,2991,0
44013,0,1,0,217,0
44014,1,1,872,18,0
44015,0,1,0,872,0
44016,0,1,0,2474,0
44017,0,2,0,16800,0
44018,1,0,7901,0,0
44019,0,2,0,630,0
44020,0,3,0,24078,0
44021,1,0,20737,0,0
44022,0,1,0,138,0
44023,0,1,0,24510,0
44024,0,3,0,12798,0
44025,1,1,6248,166,0
44026,0,1,0,4739,0
44027,0,1,0,334,0
44028,0,1,0,397,0
44029,0,1,0,5996,0
