,source,target,Total,Count
33958,6161,24549,28290,46
33959,337908,24549,1249,13
33960,24479,19772,719,2
33961,11631,55225,3251,28
33962,11631,115495,201,1
33963,11631,173096,282087,830
33964,11631,328040,422,1
33965,11631,148980,3200,3
33966,11631,35481,50,1
33967,1158533,196905,32391,6
33968,1158533,2433,1446,12
33969,2433,66525,72,1
33970,2433,1113,6271,6
33971,2433,969074,317,1
33972,818433,2433,9568,15
33973,818433,108672,2445,1
33974,816653,2433,33,1
33975,69087,2433,2996,14
33976,464583,2433,320,1
33977,1016730,2433,2256,5
33978,554024,2433,13373,17
33979,1509887,2433,4217,12
33980,969074,2433,312,1
33981,542411,2433,8480,6
33982,542411,27781,843,16
33983,1290619,2433,780,3
33984,1290619,35177,16641,14
33985,86780,2433,439,13
33986,86780,637,37688,46
33987,7160,14741,602,1
33988,7160,124962,58,1
33989,7160,752792,26499,47
33990,7160,76728,533828,541
33991,7160,238288,79,1
33992,442751,7160,75,1
33993,1608284,7160,105,2
33994,254774,7160,17303,64
33995,124962,30859,2629,6
33996,1362979,7160,55,1
33997,295694,7160,42,1
33998,1156882,7160,75,1
33999,752792,7160,2500,2
34000,76728,7160,48610,7
34001,366664,7160,147,2
34002,366664,8095,57274,11
34003,1556906,7160,50,1
34004,1489496,7160,1845,5
34005,1489496,13508,361,1
34006,471415,142638,9557,21
34007,398075,44673,1663,1
34008,398075,32001,4905,1
34009,398075,31123,56170,91
34010,44447,102457,956,1
34011,696569,44673,3951,1
34012,696569,11190,8167,118
34013,7375,269800,669,12
34014,7375,239785,3712,1
34015,7375,873767,271,1
34016,7375,41399,21240,51
34017,7375,14906,908,1
34018,838723,44673,1635,1
34019,539277,44673,594,1
34020,1303611,44673,1933611,286
34021,1303611,467775,110844,147
34022,24292,44673,169,1
34023,24292,32962,1790,1
34024,24292,156509,281,1
34025,1015106,648,17,1
34026,1583983,44673,423,1
34027,1227301,32001,18658,4
34028,1227301,3781,189305,92
34029,153167,31123,309,1
34030,314971,31123,1150,3
34031,1566482,31123,1500,1
34032,625132,31123,195904,45
34033,112831,31123,5080,1
34034,112831,109797,1180855,40
34035,112831,10633,1859,2
34036,112831,90972,3558,23
34037,1055727,25554,517,1
34038,66176,314971,519,1
34039,66176,783863,17497,7
34040,783863,17023,152,1
34041,736116,17023,28620,82
34042,1219952,17023,25263,21
34043,1044364,17023,11362,67
34044,1044364,35008,32077,32
34045,1095220,17023,41041,189
34046,6049,409877,8413,55
34047,10270,19923,1372,44
34048,6320,6321,88,2
34049,947669,15932,333,1
34050,41392,15932,3947051,635
34051,828651,15932,17,1
34052,67913,457046,700,7
34053,67913,112159,90,1
34054,67913,144262,125280,85
34055,67913,7615,1482,45
34056,67913,50171,2335,43
34057,7615,75132,41,1
34058,7615,29117,13,1
34059,734338,67913,1400,1
34060,50171,46298,364,1
34061,50171,65193,20104,6
34062,50171,266494,316,3
34063,50171,91671,375,2
34064,50171,6226,10,1
34065,50171,75249,235,1
34066,50171,29386,524,3
34067,50171,7447,112,1
34068,4980,144262,16804,14
34069,4980,624498,500,1
34070,4980,653080,57681,43
34071,4980,110779,4762,20
34072,4980,1325,2201,38
34073,4980,578618,7452,8
34074,1081553,36494,3000,1
34075,1081553,3479,750,1
34076,1335567,36494,12978,7
34077,119586,3545,23475,1
34078,206937,12575,1844,1
34079,206937,15627,156,1
34080,1219642,12575,2948,1
34081,754279,12575,690,1
34082,1050665,4980,474,1
34083,922481,4980,12511,1
34084,78506,4980,3675,1
34085,815224,4980,29750,3
34086,4963,4980,25274,1
34087,4963,4999,6303,1
34088,600,1325,951,20
34089,6836,1325,335,4
34090,6836,118180,6725,8
34091,6836,133901,44380,15
34092,6836,119142,113,1
34093,35136,1325,3898,28
34094,22440,1325,1667,10
34095,22440,182235,1377855,298
34096,274911,1325,3992,42
34097,274911,198352,10032,20
34098,274911,755923,8385,9
34099,155886,1325,15298,76
34100,22711,1325,2164,27
34101,22711,906912,5800,17
34102,22711,194054,1623,3
34103,70944,1325,16209,128
34104,70944,315739,1149,7
34105,9958,1325,1357,6
34106,9958,5483,2832,7
34107,9958,9978,2614,5
34108,9958,5029,6729,15
34109,19222,1325,199,1
34110,10865,1325,6747,39
34111,10865,5817,1807,1
34112,10865,118873,2829,3
34113,10865,118891,100,1
34114,10865,12536,561,50
34115,10865,118875,1771,25
34116,58921,1325,3302,45
34117,58921,1216745,380,6
34118,58921,1142200,440306,245
34119,58921,1320472,5686,5
34120,58921,112307,8121,7
34121,148270,1325,2920,13
34122,148270,227976,195,1
34123,42226,1325,1215,58
34124,42226,14348,32341,79
34125,950175,6836,1110,7
34126,337679,6836,2951,3
34127,337679,8279,1223,1
34128,418505,6836,54650,30
34129,418505,10582,799,4
34130,418505,14524,190,1
34131,133901,6836,135663,75
34132,119142,6836,4787,1
34133,119142,60087,22,1
34134,986642,6836,5838,1
34135,986642,1986,15085,20
34136,986642,44794,13112,4
34137,986642,13520,80027,84
34138,8279,56112,1895,4
34139,8279,168566,829,1
34140,8279,395416,1057,1
34141,1356799,8279,286,4
34142,1356799,23958,17531,25
34143,449116,8279,282,1
34144,449116,38383,39222,29
34145,84732,8279,957,3
34146,557202,8279,2409,23
34147,557202,158100,615,1
34148,557202,57670,5756,64
34149,390598,8279,808,6
34150,46570,8279,46,1
34151,395416,8279,20892,11
34152,395416,14349,363,1
34153,552981,8279,525,6
34154,552981,22637,15516,14
34155,1609833,23958,316,2
34156,1140629,23958,787,5
34157,1060514,23958,4736,24
34158,1886,23958,326,1
34159,1886,548063,134,1
34160,1595399,23958,4415,18
34161,453386,23958,2659,14
34162,1128775,23958,3513,23
34163,1128775,9475,21514,34
34164,139469,23958,2515,10
34165,139469,1207,246,1
34166,232171,23958,4206,19
34167,773856,23958,560,5
34168,1328224,23958,1618,7
34169,928965,23958,505,2
34170,516817,23958,4497,18
34171,886609,23958,10548,28
34172,468255,23958,4769,13
34173,1130745,23958,165,1
34174,1130745,121,35,1
34175,351006,1886,677,20
34176,779276,1886,37,2
34177,245540,1886,10,1
34178,769390,1886,16,3
34179,1182554,1886,14,1
34180,9474,1886,16,4
34181,1320708,1886,41,2
34182,548063,1886,2559,56
34183,827951,1886,3,1
34184,20303,827951,88,1
34185,20303,589825,200,2
34186,20303,1108932,5928,1
34187,20303,765956,118,2
34188,1524608,20303,396,4
34189,589825,20303,200,2
34190,619720,20303,264,4
34191,765956,20303,538,9
34192,605727,20303,88,3
34193,1092602,20303,396,4
34194,1092602,121,3226,5
34195,121,65113,587,1
34196,121,65131,2481,1
34197,121,65118,178,2
34198,1097011,121,70,2
34199,546267,121,22,1
34200,1484200,121,50,1
34201,65113,121,20622,4
34202,1090138,121,65,1
34203,575577,121,35,1
34204,1500215,121,1249,1
34205,1149950,121,5177,6
34206,698395,121,1044,3
34207,884325,121,2054,4
34208,1537872,121,160,2
34209,65131,121,3898,10
34210,1208314,121,65,1
34211,1262802,121,380,2
34212,292022,121,245,2
34213,765673,121,475,1
34214,852528,121,1624,2
34215,494227,121,115,1
34216,109051,121,7024,10
34217,109051,18383,12885,27
34218,61848,65118,290820,250
34219,61848,14171,1243,1
34220,61848,22039,25,1
34221,1361264,24727,12727,2
34222,1364132,24727,2412,1
34223,1498039,24727,923,1
34224,1311307,24727,1560,1
34225,1516831,24727,6098,3
34226,157890,24727,2925,1
34227,24726,24727,1900,1
34228,263109,24727,14671,1
34229,83844,24727,14,1
34230,513116,24727,936,1
34231,1353611,24727,12722,1
34232,1353611,10017,4178,1
34233,676925,24727,790,1
34234,676925,14009,4000,2
34235,1377124,24727,13948,2
34236,187209,4997,252,1
34237,63073,173746,13199,36
34238,63073,93,67381,83
34239,63073,24627,543,4
34240,63073,288569,130,1
34241,63073,321562,402,1
34242,787166,63073,96,1
34243,1299888,63073,21577,49
34244,299272,63073,30411,7
34245,19593,63073,88,2
34246,19593,293702,1136,6
34247,19593,195132,1206,3
34248,19593,759258,106,1
34249,19593,34344,3759,5
34250,288569,63073,3321,5
34251,321562,63073,73817,127
34252,1590354,63073,4912,17
34253,1590354,25477,219,1
34254,58148,93,852,8
34255,58148,134764,2384,31
34256,42188,93,22214,55
34257,42188,145835,5995,5
34258,12110,93,48,1
34259,63489,93,4722,59
34260,63489,126549,15197,18
34261,63489,37234,20313,47
34262,135,93,6031,21
34263,135,29685,63,9
34264,18664,93,17725,46
34265,18664,157390,37174,317
34266,35579,93,2598,33
34267,35579,20025,188,1
34268,1376,93,29311,58
34269,62313,93,74136,89
34270,62313,450633,803432,387
34271,62313,130133,313549,132
34272,62313,907026,2542,1
34273,62313,59478,803,4
34274,21842,93,9424,6
34275,21842,1148398,3401,16
34276,84535,93,27686,81
34277,83764,93,11094,73
34278,83764,131646,3097,24
34279,1394,93,3498,20
34280,1394,391325,91382,45
34281,1394,391314,663000,45
34282,34402,93,68300,106
34283,34402,100298,372,3
34284,34402,491669,12870,12
34285,30469,93,14150,58
34286,30469,16773,514148,908
34287,30469,24506,1741,5
34288,30469,4238,70726,94
34289,30469,56327,57631,207
34290,30469,56337,182745,97
34291,30469,56308,33975,45
34292,30469,56323,87596,65
34293,30469,56293,453,1
34294,27801,93,15019,75
34295,27801,7538,2599,30
34296,27801,16411,2114,9
34297,104886,93,386,21
34298,104886,125844,2327,29
34299,44789,93,12599,50
34300,44789,1963,207222,154
34301,44789,637155,110,2
34302,195132,42763,48731,23
34303,195132,47492,687,2
34304,212849,19593,1098,1
34305,212849,7388,173,2
34306,212849,40913,16268,39
34307,34344,89574,78,1
34308,662381,19593,737162,61
34309,662381,14597,248,1
34310,864244,19593,1343,1
34311,864244,39136,317,1
34312,864244,17174,3388,10
34313,543985,19593,8405,5
34314,543985,26564,116914,12
34315,42763,195132,381672,47
34316,33310,47492,268,2
34317,33310,39975,4554,19
34318,33310,6370,3810,1
34319,33310,41660,7333,9
34320,33310,103304,3593,4
34321,33310,103301,453,1
34322,1179368,47492,17190,44
34323,1179368,14678,1172,3
34324,1179368,23174,1423,1
34325,645712,47492,5180,155
34326,797502,47492,2383,3
34327,642642,47492,1093,3
34328,642642,9928,1988,1
34329,833681,33115,333,2
34330,1207910,33115,2210,7
34331,809519,156524,10504,31
34332,30878,432777,121,1
34333,30878,2996,1929,5
34334,30878,17804,2037,2
34335,30878,24907,2679,1
34336,30878,46343,656,1
34337,17804,955,4253,11
34338,46343,30878,8425,56
34339,46343,2188,300,2
34340,46343,26030,1820,20
34341,46343,612832,3359,31
34342,46343,612876,286879,210
34343,46343,612839,121724,105
34344,503991,2996,4513,1
34345,18052,82268,1379,12
34346,1056846,2996,21,1
34347,462051,8995,1234,1
34348,1397816,2996,1272,1
34349,752772,18052,159,1
34350,82268,16982,514,2
34351,82268,32072,2000,1
34352,8995,462051,2589,1
34353,8995,860745,3320,14
34354,8995,8119,2435,14
34355,8995,413890,24873,21
34356,8995,860744,665,2
34357,413890,10916,4695,8
34358,986934,8995,204,3
34359,7063,8119,108,1
34360,7063,210282,144180,144
34361,7063,68647,561,2
34362,7063,8121,2666,8
34363,258370,8119,270,1
34364,258370,60617,12084,2
34365,258370,655912,18005,49
34366,258370,52999,493002,165
34367,258370,704378,1423,2
34368,6417,8119,579,1
34369,6417,176534,2987,7
34370,6417,238723,643,4
34371,6417,121512,48951,22
34372,6417,57026,127,1
34373,35313,8119,57,1
34374,35313,862459,15754,1
34375,156053,8119,1232,4
34376,156053,61583,1287,57
34377,156053,1271340,942,7
34378,156053,1271337,12692,33
34379,156053,6965,12020,21
34380,91849,8119,4922,8
34381,91849,39877,1284,23
34382,91849,59185,964,6
34383,491017,19863,12686,14
34384,491017,12699,182615,89
34385,898611,19863,71809,19
34386,898611,33714,894,2
34387,7531,78857,7,2
34388,7531,52271,1949,2
34389,7531,14721,3098,1
34390,7531,1738,201,1
34391,918652,19863,3741,2
34392,26440,19863,336,1
34393,1271149,19863,1620,1
34394,327071,178060,200,1
34395,327071,13797,296,2
34396,28719,83487,984,13
34397,28719,28718,814285,212
34398,28719,372069,4394,5
34399,28719,194161,3081,5
34400,28719,372068,181926,329
34401,837817,21781,360,4
34402,236215,26225,198,1
34403,961826,21781,60,1
34404,26225,236215,6387,2
34405,26225,921555,2057,3
34406,26225,142387,490,1
34407,1286222,26225,19,1
34408,477646,26225,106,1
34409,3133,728190,123,1
34410,3133,542803,37919,10
34411,3133,43060,68418,16
34412,3133,249284,1497,2
34413,3133,4942,99,1
34414,28150,793207,97056,81
34415,537127,28150,69641,5
34416,231411,534,20075,29
34417,546501,24155,499,1
34418,43525,29001,448,1
34419,43525,17360,2594,1
34420,43525,51157,26638,14
34421,43525,53959,6435,2
34422,43525,21593,675,1
34423,43525,10298,4689,5
34424,43525,51177,135509,115
34425,43525,75136,2246,4
34426,43525,9453,84,1
34427,43525,3571,32522,21
34428,43525,203,2855,4
34429,43525,10288,2924,5
34430,43525,10286,63999,39
34431,43525,5947,2069,2
34432,43525,15270,21369,10
34433,43525,5221,2815,2
34434,1229344,29001,138,1
34435,1493132,29001,24,1
34436,24155,11243,21335,28
34437,24155,3948,252,3
34438,24155,55451,1046,19
34439,24155,187857,3908,1
34440,11243,24155,11954,34
34441,11243,117877,28591,32
34442,1493988,24155,3900,1
34443,1493988,19383,314,17
34444,55451,141526,25965,2
34445,55451,8968,8764,11
34446,117877,5337,27,1
34447,1294171,11243,3258,1
34448,1294171,16274,67240,24
34449,314684,11243,6836,1
34450,135150,11243,2904,1
34451,135150,1390,80,1
34452,62700,5337,1481,4
34453,266442,5337,7765,3
34454,266442,12841,1488,5
34455,2978,12841,38,1
34456,2978,286869,2064992,279
34457,1610186,12841,100,1
34458,1610186,16629,101,1
34459,311129,12841,560,8
34460,311129,8972,925,2
34461,17508,12841,269,1
34462,83475,12841,3960475,693
34463,284074,12841,938,4
34464,284074,5124,2677,7
34465,284074,164212,4925,8
34466,284074,66246,289697,162
34467,68400,12841,927,8
34468,68400,18433,39236,39
34469,286869,2978,10000,1
34470,19569,59172,248610,52
34471,19569,73074,60,1
34472,19569,1413227,29532,15
34473,19569,1948,7366,5
34474,19569,1413236,718,1
34475,19569,2266,23461,104
34476,59172,59176,10344,5
34477,59172,59177,12810,4
34478,61019,19569,678,1
34479,61019,210839,207,2
34480,73074,5981,12508,16
34481,542095,19569,53,1
34482,679957,19569,110,1
34483,1173868,19569,150,1
34484,22188,859021,15,1
34485,22188,67706,54,1
34486,67668,67706,90,1
34487,67668,955,4984,40
34488,237576,955,258,3
34489,237576,735049,1408,8
34490,237576,78727,2293250,223
34491,237576,839624,11,1
34492,46113,955,170,1
34493,46113,255222,1300,1
34494,22801,955,144,2
34495,22801,22845,543,1
34496,4756,955,9102,37
34497,4756,474570,1479,1
34498,4756,38909,928,3
34499,4337,955,2324,35
34500,4337,5020,9430,11
34501,4337,1475093,29,1
34502,4337,1475138,8,1
34503,4337,12179,4516,1
34504,7247,955,2241,21
34505,7247,92562,1191,6
34506,7247,92574,400,1
34507,6594,955,3667,48
34508,6594,219783,1049,5
34509,6594,219775,106591,192
34510,16167,955,14120,41
34511,16167,790439,2359,1
34512,16167,790416,814,1
34513,16167,790446,75,1
34514,16167,467049,121,1
34515,16167,22427,179,1
34516,16167,56380,5380,1
34517,16167,790466,43,1
34518,8198,955,222,1
34519,8198,256977,15636,55
34520,184099,955,2268,19
34521,184099,141147,501,4
34522,184099,400379,3872,29
34523,1157,955,3060,27
34524,1157,12939,50,5
34525,1157,4656,2433,24
34526,134985,955,1603,12
34527,134985,452570,1235,5
34528,134985,1019831,775,2
34529,50972,955,1204,11
34530,50972,1130956,90945,39
34531,50972,1130962,1685,2
34532,1986,955,19315,64
34533,1986,34672,575,1
34534,22044,955,1263,11
34535,22044,7357,3524,70
34536,22044,96801,21,1
34537,22044,720764,390,1
34538,22044,22039,168740,393
34539,32568,955,11675,18
34540,32568,131766,913,3
34541,32568,5,43442,20
34542,32568,123344,242,2
34543,3614,955,4064,17
34544,3614,474869,690,2
34545,3614,474872,232,1
34546,60448,955,3262,20
34547,60448,23435,253877,266
34548,275405,955,267,4
34549,10606,955,118,1
34550,10606,122290,14231,3
34551,32467,955,852,8
34552,32467,15384,651,3
34553,32467,12774,7380,82
34554,32467,76725,8632,28
34555,32467,1260404,30,1
34556,32467,1260399,705,1
34557,32467,24071,2215,93
34558,25986,955,20151,36
34559,25986,472333,135184,94
34560,25986,238079,35778,36
34561,25986,1150807,420,5
34562,25986,57134,18285,5
34563,51802,955,636,6
34564,41993,955,3566,37
34565,41993,230345,3805,2
34566,39700,955,82,2
34567,39700,70,4168,9
34568,39700,620516,106899,61
34569,19584,955,556,3
34570,19584,90504,24,1
34571,19584,575711,364,1
34572,19584,812887,474,3
34573,19418,955,7656,22
34574,26088,955,1047,14
34575,26088,4182,22965,50
34576,26088,309281,4029,6
34577,7175,955,7910,7
34578,142640,955,1506,22
34579,142640,389289,140878,134
34580,142640,1409299,5200,4
34581,14640,955,7149,30
34582,14640,246561,11101,13
34583,14640,393341,50494,20
34584,42185,955,2954,31
34585,42185,14665,1732,5
34586,42185,739640,4,1
34587,10118,955,1495,8
34588,75146,955,2240,20
34589,75146,96209,36590,68
34590,73310,955,2637,22
34591,73310,2894,14240,3
34592,73310,717935,155,1
34593,73310,199950,315781,358
34594,73310,717918,13499,3
34595,73310,717912,16553,3
34596,73310,1400,14,2
34597,73310,330992,2429,12
34598,73310,73525,362,5
34599,73310,717902,5400,2
34600,73310,717944,123,1
34601,73310,315946,82259,4
34602,73310,717909,22277,4
34603,107888,955,4221,37
34604,107888,462082,377,5
34605,3034,955,8045,40
34606,20526,955,2627,16
34607,20526,3855,111735,41
34608,20526,29074,3993,7
34609,20526,23319,1205398,70
34610,20526,23276,383,2
34611,20526,508370,115613,73
34612,46059,955,287,5
34613,46059,32883,82,1
34614,155881,955,2374,23
34615,155881,29125,15555,119
34616,155881,356759,36052,45
34617,37388,955,773,16
34618,37388,12193,17892,106
34619,37388,13630,512053,230
34620,37388,296998,183,1
34621,37388,1201814,1300,5
34622,37388,92536,42882,85
34623,37388,7897,234,3
34624,37388,92500,181,1
34625,37388,92463,7830,31
34626,55301,955,4346,29
34627,55301,11802,10825,99
34628,55301,27543,2504,70
34629,55301,417759,6294,33
34630,55301,399256,84,2
34631,55301,417763,456,1
34632,55301,135421,2258,14
34633,55301,417762,203963,206
34634,483206,955,3497,37
34635,483206,143150,68201,163
34636,483206,1495414,3477,5
34637,483206,1495415,2894,2
34638,483206,1495418,4050,3
34639,483206,922960,4838,2
34640,65680,955,3057,17
34641,65680,480170,2404,3
34642,65680,722537,108,1
34643,52384,955,2532,13
34644,52384,175781,3951,7
34645,52384,1313,204680,180
34646,7138,1292,5121,2
34647,7138,14326,1136,5
34648,33703,33704,883,7
34649,1603675,1292,3815,1
34650,88197,25999,99061,112
34651,159193,88197,879,2
34652,159193,46246,1716,6
34653,46246,3658,723,1
34654,426890,3658,2594,6
34655,426890,38172,37,1
34656,426890,210724,4181,8
34657,1503003,3658,150,25
34658,563626,3658,240,40
34659,130164,3658,696,1
34660,402864,3658,108,4
34661,1368516,3658,124,1
34662,287746,3658,353,1
34663,1213395,3658,1722,82
34664,1066779,3658,374,2
34665,1211565,3658,32,1
34666,276773,3658,1046,2
34667,8613,3658,94,2
34668,8613,462626,153,3
34669,38192,3658,2766,84
34670,1331571,35751,99,1
34671,1045361,35751,22,1
34672,1514680,35751,2,1
34673,155966,34912,2237,20
34674,155966,7132,1747,35
34675,14391,200772,662,2
34676,92776,34912,4848,11
34677,92776,92788,2303,3
34678,1364061,17677,160,1
34679,1264413,2762,1338,6
34680,1538236,2762,2987,7
34681,1289420,2762,9326,2
34682,1317814,2762,39,1
34683,1379515,2762,700,1
34684,423742,2762,90,1
34685,46561,42488,2007,3
34686,29892,46561,74,1
34687,29892,29890,29,1
34688,1592297,29892,66907,26
34689,1592297,889,180,1
34690,192742,29892,1092,4
34691,762606,29892,3048,2
34692,762606,729,3448,8
34693,797896,29892,7887,11
34694,797896,1928,185010,325
34695,903074,39909,11,1
34696,44769,39909,25,1
34697,43706,44769,709,1
34698,32375,18471,1591,1
34699,3396,40422,547,7
34700,674639,10374,471,1
34701,674639,4115,374191,176
34702,1160083,10374,1167,1
34703,883209,10374,1399,1
34704,883209,2932,4094,9
34705,40422,3396,2153,4
34706,40422,19968,3426,7
34707,40422,1424650,36,1
34708,40422,375432,1657,3
34709,40422,1055564,84,1
34710,6678,91957,5645,5
34711,6678,131808,1296,5
34712,618593,16197,30,1
34713,618593,4051,6184,28
34714,618593,4549,23785,24
34715,618593,34709,41965,41
34716,9635,67836,1328,3
34717,9635,78887,1827,3
34718,9635,8297,1511,3
34719,9635,3781,17164,28
34720,30296,19965,1238,69
34721,30296,26651,7498,4
34722,5241,81471,870600,134
34723,5241,315157,8204,3
34724,19965,18364,3,1
34725,19965,23224,224,1
34726,19965,118625,126,3
34727,19965,101306,16,1
34728,26651,363,4371,7
34729,26651,43754,9584,15
34730,18364,19965,291,12
34731,18364,18215,3384,12
34732,18364,356646,430,1
34733,70031,19965,145,2
34734,70031,671670,247,2
34735,13670,19965,40020,108
34736,13670,73,6038,4
34737,27883,19965,959,36
34738,27883,147127,20034,22
34739,27883,1185496,158847,75
34740,27883,1185497,326,1
34741,101306,19965,1333,71
34742,101306,140657,1179808,169
34743,168765,18364,8908,2
34744,844594,18364,9172,4
34745,928195,18364,2625,1
34746,18215,33118,23950,1
34747,18215,16563,44000,1
34748,18215,41916,497,1
34749,18215,31622,98473,13
34750,18215,89568,15162,2
34751,356646,18364,2537,1
34752,356646,51408,560,1
34753,1619996,18364,1320,1
34754,303657,18364,8011,3
34755,128092,18364,5200,2
34756,1155867,18364,8789,2
34757,830755,18364,18850,3
34758,13515,18215,5712,21
34759,13515,232834,16,1
34760,13515,28340,28099,51
34761,13515,24840,15268,123
34762,22775,18215,10680,22
34763,22775,66647,947,4
34764,22775,299467,116,3
34765,22775,11916,1312,18
34766,22775,1003569,598,1
34767,22775,1305796,11900,6
34768,22775,304609,1024,1
34769,7412,18215,990,6
34770,7412,101966,6939,27
34771,129368,18215,6916,18
34772,129368,20411,5410,67
34773,129368,8411,151831,47
34774,129368,10562,1473,1
34775,129368,1033244,68650,49
34776,129368,1033245,23102,22
34777,129368,100884,4399,16
34778,129368,28025,17397,80
34779,75120,18215,11781,21
34780,75120,2548,3212,43
34781,75120,85,11974,47
34782,75120,23129,1649,11
34783,75120,248001,791,4
34784,10608,18215,6390,10
34785,10608,139730,216,1
34786,10608,139752,100,1
34787,232834,13515,672,4
34788,232834,13517,436,3
34789,232834,13513,563,4
34790,13511,13515,113724,28
34791,28340,13515,1676,2
34792,28340,26729,104,1
34793,34245,1514507,68045,42
34794,34245,7531,363,51
34795,34245,87513,60,1
34796,34245,1219681,57085,20
34797,34245,1512177,225,1
34798,34245,3269,90,2
34799,170216,3978,27508,66
34800,443594,12787,27,2
34801,443594,1482787,17,1
34802,73019,12787,235,15
34803,73019,10542,928,39
34804,73019,872391,1512,3
34805,877543,12787,471,16
34806,877543,33724,225060,42
34807,15165,13938,100,1
34808,15165,4855,186630,60
34809,15165,1132714,33578,4
34810,15165,396550,1034,2
34811,15165,1132719,2359,2
34812,15165,1132726,36,1
34813,145260,34245,548,2
34814,798202,34245,229275,51
34815,1323382,34245,58,1
34816,87513,34245,10814,48
34817,87513,4869,985,6
34818,87513,44088,222,1
34819,45053,34245,630247,173
34820,45053,27847,2169,1
34821,45053,66137,47709,24
34822,1219681,34245,2000,1
34823,1512177,34245,225,1
34824,10482,34245,12207,39
34825,10482,550104,1433,3
34826,1596273,30467,841,1
34827,2539,65017,25573,11
34828,2539,21678,286,12
34829,2539,51243,11340,14
34830,2539,18496,54762,43
34831,2539,7816,2647,3
34832,908,2539,806,1
34833,908,119927,15615,5
34834,908,619123,135,2
34835,908,1170818,350,1
34836,908,1034042,523323,39
34837,908,162716,179274,355
34838,908,869569,17516,31
34839,908,7033,700,1
34840,908,261814,909,1
34841,108342,2539,406,1
34842,108342,330089,8504,8
34843,108342,340028,4798,5
34844,108342,339993,10951,8
34845,108342,340041,4987,5
34846,108342,340001,76783,28
34847,8472,2539,53,1
34848,8472,399862,1137,17
34849,8472,573777,988,5
34850,8472,573789,1250,1
34851,25968,2539,12189,7
34852,25968,1049348,2292,1
34853,7816,2539,20014,63
34854,7816,42618,130,1
34855,7816,79764,5245,9
34856,7816,346260,13418,19
34857,170576,908,22886,24
34858,1273698,908,19536,43
34859,619123,908,478,3
34860,619123,67893,6000,1
34861,619123,71355,3183,14
34862,1170818,908,137769,85
34863,1170818,26771,20146,201
34864,1034042,908,4406,2
34865,162716,11635,850,1
34866,67893,222464,1057,9
34867,67893,496861,38393,41
34868,67893,292595,56151,22
34869,71355,169227,2079,16
34870,1372845,67893,3975,1
34871,496861,67893,13514,2
34872,496861,3691,3892,1
34873,1484966,67893,7891,2
34874,968127,67893,1511,2
34875,968127,46301,563443,68
34876,21828,11689,140,3
34877,21828,1137255,11,1
34878,19832,3773,243383,114
34879,19832,118262,31445,89
34880,41316,16247,249191,339
34881,41316,90726,43826,75
34882,41316,289486,2352,48
34883,41316,121182,13877,9
34884,41316,1265577,63446,33
34885,41316,557417,3338,59
34886,85274,45235,6771,78
34887,85274,763,661,27
34888,5966,582005,192949,137
34889,5966,582008,3430,15
34890,5966,102051,66,2
34891,5966,582020,35536,71
34892,132188,320225,4705,23
34893,4285,1430147,9916,7
34894,4285,999887,192663,147
34895,4285,340142,1729,3
34896,1287110,40317,1527,11
34897,1287110,7566,54626,109
34898,1287110,550,18723,49
34899,550,26198,280,28
34900,550,168377,60,1
34901,105271,7566,1393,1
34902,105271,58631,28619,38
34903,493021,7566,88,1
34904,1308293,7566,190,2
34905,999654,7566,239,15
34906,101013,7566,82,1
34907,1143519,7566,3,3
34908,1404143,7566,5,1
34909,1567280,7566,418,18
34910,1464578,7566,317,16
34911,390857,7566,21,1
34912,1497025,7566,128,6
34913,1306797,7566,49,1
34914,523785,7566,35,1
34915,1586011,7566,16,2
34916,1519013,7566,88,1
34917,58631,105271,28,1
34918,58631,1327,242,2
34919,58631,96986,1057200,31
34920,584353,58631,132,4
34921,239591,58631,14,2
34922,1209290,58631,48059,71
34923,161440,58631,181875,97
34924,161440,7756,137265,83
34925,161440,47487,4076605,186
34926,161440,240759,89136,47
34927,161440,156112,510850,72
34928,161440,30297,1684395,416
34929,161440,58996,429130,82
34930,161440,102909,220705,67
34931,161440,142615,356145,110
34932,1123216,58631,631,30
34933,1617200,58631,12,1
34934,47487,15673,7361,10
34935,156112,141528,76753,171
34936,142615,1337,53,1
34937,142615,193960,66,1
34938,7755,7756,690,1
34939,27552,12017,57,1
34940,656576,90208,33238,2
34941,60429,27552,2429,13
34942,60429,81852,8536,35
34943,99902,27552,3344,38
34944,99902,1939,6366,30
34945,99902,4529,7703,9
34946,99902,186903,7432,15
34947,99902,102302,1879,8
34948,99902,546900,30869,53
34949,99902,151545,1462,16
34950,99902,47839,261,1
34951,99902,695380,28936,4
34952,99902,20685,434,1
34953,99902,124981,111,1
34954,33232,27552,2321,45
34955,33232,21473,25306,29
34956,33232,264045,15779,58
34957,33232,1440185,23,1
34958,1613146,12017,9000,1
34959,1006119,12017,2312,1
34960,1006119,68226,19670,1
34961,1251335,12017,5632,2
34962,3479,540158,49814,27
34963,3479,540170,1040107,272
34964,3479,138411,799,8
34965,24774,113501,23617,31
34966,10357,515562,365,1
34967,297635,27883,1235,2
34968,297635,7720,177,1
34969,297635,33636,649,1
34970,706980,27883,55755,5
34971,706980,61189,35190,4
34972,1551255,27883,3890,1
34973,1056254,27883,21,1
34974,1509558,27883,357,1
34975,225868,27883,81,1
34976,95810,27883,33792,8
34977,95810,95817,2884,1
34978,816357,27883,3163,1
