,source,target,Total,Count
23987,68742,35974,10731,26
23988,4842,17109,427,1
23989,4842,562319,410,7
23990,709035,28677,5392,4
23991,53504,25869,2018,7
23992,53504,5505,459,16
23993,1423745,28677,822,1
23994,1423745,1467,1859,6
23995,150731,28677,153,3
23996,165783,28677,666,4
23997,165783,65879,217,1
23998,21176,2566,532,1
23999,21176,49545,211,1
24000,633,2566,210,1
24001,633,9971,6698,19
24002,633,2469,334,8
24003,1077,2566,12795,9
24004,1077,274455,222422,244
24005,128527,2566,693,2
24006,128527,2222,594,8
24007,128527,70092,19195,28
24008,128527,1119589,486,2
24009,128527,847,2534,13
24010,128527,10542,981,32
24011,128527,1119581,7088,18
24012,128527,1119585,121768,87
24013,128527,1324,1134,14
24014,128527,16889,1200,15
24015,128527,8750,3017,23
24016,3967,2566,2224,9
24017,3967,66892,14018,21
24018,3967,1453594,68711,72
24019,39481,2566,532,1
24020,39481,114245,757,33
24021,7573,2566,523,1
24022,7573,57264,1312,10
24023,7573,1325,185,1
24024,7573,30878,1611,34
24025,7573,8968,72574,223
24026,7573,441359,166,1
24027,275328,2566,8999,11
24028,275328,237725,1627,40
24029,8662,2566,210,1
24030,8662,107789,155,1
24031,8662,737493,261,1
24032,8662,737482,7651,17
24033,8662,31277,956,85
24034,26069,2566,875,2
24035,26069,765,149,2
24036,26069,116565,303,1
24037,26069,835,142,1
24038,26069,326112,518,1
24039,26069,939840,4395,6
24040,231710,2566,1720,5
24041,231710,231714,24760,106
24042,244100,2566,13037,10
24043,244100,31049,31727,29
24044,244100,49173,80147,55
24045,244100,701476,1470,26
24046,244100,701466,5054,11
24047,244100,701477,30014,174
24048,73892,2566,1311,7
24049,73892,185079,345950,232
24050,73892,1437817,7906,10
24051,73892,1321282,30742,38
24052,73892,479595,2785,21
24053,982,2566,1052,3
24054,982,5455,6633,19
24055,982,5453,11,1
24056,982,5483,1051,3
24057,982,5479,54535,72
24058,38766,2566,1424,7
24059,38766,41196,5609,8
24060,38766,652431,1100,10
24061,38766,581258,10271,10
24062,18431,2566,623,1
24063,18431,55120,132391,68
24064,18431,128263,96,1
24065,18431,631138,680000,28
24066,18431,1552090,207,1
24067,18431,1552116,89,1
24068,18431,1552094,20,1
24069,273034,36575,10000,1
24070,104019,36575,14237,1
24071,782342,36575,15000,3
24072,922295,36575,2729,1
24073,517727,36575,23297,3
24074,517727,48571,3200,1
24075,42146,273103,3462,23
24076,42146,568427,366691,101
24077,42146,139665,1082,1
24078,884073,42146,7,1
24079,568427,42146,329,3
24080,568427,9455,91,1
24081,568427,10727,122,2
24082,33150,884073,7,1
24083,33150,884065,4040,21
24084,33150,55122,40,1
24085,1062372,33150,477,7
24086,884065,33150,416,4
24087,848313,33150,351,3
24088,1371795,33150,31,1
24089,954366,33150,28,1
24090,228325,55122,10,1
24091,228325,25688,1332,3
24092,228325,532069,3959,23
24093,228325,101572,83,1
24094,290882,15252,591228,290
24095,290882,9038,1021,6
24096,645651,15252,181221,57
24097,645651,21787,349,1
24098,549950,15252,937854,571
24099,310131,15252,6304,6
24100,310131,3240,5102,7
24101,140830,15252,257719,29
24102,140830,25809,3604,3
24103,14248,71172,1037,3
24104,14248,244104,2039,5
24105,14248,190092,2130,2
24106,14248,85575,1449,2
24107,14248,10572,168,2
24108,14248,74419,170,1
24109,9038,21177,468,1
24110,699674,9038,327,1
24111,699674,13408,284,3
24112,83212,9038,691,1
24113,227591,9038,24116,112
24114,227591,1390,496,2
24115,227591,9515,30565,45
24116,1306816,9038,170,1
24117,1306816,1511,194,1
24118,855378,9038,321,1
24119,190083,9038,17685,47
24120,121517,9038,762,1
24121,121517,27166,3395,2
24122,13408,907847,131000,94
24123,13408,2465,1188,6
24124,13408,2250,4,1
24125,872652,13408,610,4
24126,907847,13408,849,1
24127,2465,13408,115343,447
24128,2465,1680,623,2
24129,90813,13408,1065,5
24130,90813,22086,46926,152
24131,281851,13408,92432,62
24132,281851,6593,220,1
24133,22028,2465,5487,56
24134,22028,103395,417,1
24135,22028,190902,3981,50
24136,1680,2465,28497,237
24137,1680,452630,690,15
24138,1680,25289,18905,1
24139,1680,113200,38995,59
24140,1680,722873,320,1
24141,1163140,22028,732,4
24142,1391874,22028,2670,1
24143,877983,22028,10940,3
24144,877983,53123,2323,1
24145,964165,22028,2885,1
24146,964165,56215,14867,1
24147,1621539,22028,1038,1
24148,53123,324547,145,1
24149,53123,323581,750,6
24150,496592,53123,1250,1
24151,150120,53123,130,1
24152,150120,50497,100,1
24153,1758,150120,63,1
24154,1758,157349,70186,6
24155,1758,677805,740,3
24156,1758,271767,453,1
24157,1758,1182908,358,2
24158,1758,623610,350,1
24159,1758,887663,50,1
24160,23573,150120,340,1
24161,50497,150120,7644,14
24162,50497,25160,22592,19
24163,50497,905542,363,1
24164,150117,150120,175147,4
24165,575399,150120,1622,2
24166,575399,848705,9416,16
24167,575399,305548,55176,23
24168,1552087,1758,41288,102
24169,1552087,4254,8810,21
24170,157349,1758,458409,378
24171,157349,1757,34575,60
24172,157349,67506,3902,6
24173,157349,14356,16217,15
24174,677805,1758,2141027,741
24175,677805,16789,10853,3
24176,50941,1758,229,1
24177,623610,1758,700,2
24178,623610,16514,15442,16
24179,225192,1758,1063,23
24180,225192,25554,2610,37
24181,887663,1758,14025,64
24182,940888,1758,26468,63
24183,1195308,1758,1494,15
24184,1195308,1214,37446,29
24185,1345023,4254,5747,31
24186,1345023,8015,2165,1
24187,106483,4254,24603,5
24188,359116,4254,44120,79
24189,359116,13712,3801,22
24190,257815,4254,42967,48
24191,257815,14381,57862,76
24192,117203,19222,945,1
24193,117203,21814,47942,14
24194,117203,185604,1755,1
24195,569599,4254,3775,12
24196,569599,7846,2238,1
24197,677888,4254,10969,22
24198,531231,4254,45,1
24199,531231,5532,2518,67
24200,677894,4254,16770,14
24201,677894,22465,7685,12
24202,162682,4254,39071,101
24203,162682,5565,9393,18
24204,473525,4254,3198,11
24205,1119256,4254,105,1
24206,45949,29194,52329,183
24207,1449545,4254,2663,1
24208,677836,4254,18282,34
24209,1204785,4254,22002,14
24210,1204785,5157,475653,405
24211,1129136,4254,66213,53
24212,1129136,9475,666584,328
24213,1511030,4254,399,1
24214,1511030,27113,2338,15
24215,1511030,4293,30,1
24216,677825,4254,242403,161
24217,1099138,4254,37,1
24218,1437326,4254,743,3
24219,677852,4254,41571,73
24220,1113407,4254,356,8
24221,677835,4254,56293,132
24222,162693,4254,10059,12
24223,587857,4254,12023,14
24224,1418524,4254,1036,2
24225,1418524,2783,1470,2
24226,625355,8015,159,1
24227,97781,8015,727,1
24228,97781,24932,922,1
24229,682036,8015,6702,7
24230,682036,206189,218,1
24231,545733,8015,3525,1
24232,129967,8015,16879,1
24233,319868,8015,47,1
24234,342360,8015,102,1
24235,1400035,8015,5929,1
24236,1400035,210807,15,1
24237,9271,8015,1089,1
24238,9271,738632,125,1
24239,908728,8015,167,1
24240,908728,3553,104373,26
24241,595013,24932,421333,347
24242,952149,24932,361,1
24243,818344,24932,3018,1
24244,194189,24932,10404,2
24245,412860,24932,165,1
24246,412860,28930,23040,77
24247,595014,24932,151,1
24248,595014,1557,254,2
24249,239561,24932,211,1
24250,148428,4916,791,2
24251,148428,8090,108,1
24252,519150,24932,8454,12
24253,519150,21892,1472,10
24254,72365,24932,4827,2
24255,72365,25589,1359,3
24256,484781,24932,3143,7
24257,1582992,24932,137275,146
24258,983785,24932,22383,29
24259,983785,7733,1546,4
24260,155914,26042,10126,14
24261,155914,379,3238,52
24262,155914,165835,15572,11
24263,359590,462838,91256,27
24264,1358,29377,45,1
24265,1358,24857,78,1
24266,1358,37258,2650,1
24267,1358,8250,908,2
24268,1358,516,237,1
24269,425343,3623,90,1
24270,425343,3656,13,1
24271,1481350,3623,2092,1
24272,1481350,7375,963,1
24273,45538,52714,2142,6
24274,462838,359590,32833,6
24275,462838,54411,119874,32
24276,54411,462838,2573262,817
24277,54411,3240,2517,6
24278,54411,48426,267,1
24279,54411,82138,3191,27
24280,54411,3354,165,1
24281,54411,359605,61793,52
24282,54411,5446,143,2
24283,54411,169101,187,1
24284,54411,20680,5298,37
24285,359605,54411,507339,7
24286,186976,3240,84,2
24287,400602,3240,199,1
24288,11080,3240,9993,25
24289,663134,3240,34577,43
24290,836973,3240,48688,131
24291,836973,4794,1416,8
24292,836973,36559,8134,27
24293,614767,3240,347,4
24294,614767,90013,93475,13
24295,290944,3240,125983,67
24296,6068,3240,51281,46
24297,6068,605738,16482,2
24298,6068,560114,7450,6
24299,6068,116248,1636,24
24300,6068,104353,21323,35
24301,6068,605733,1560,3
24302,6068,605747,161501,17
24303,6068,335568,24046,54
24304,19862,3240,123,1
24305,19862,153967,2873,2
24306,19862,52776,1113,1
24307,1205153,3240,706875,168
24308,1205153,130809,46594,44
24309,727721,3240,179918,122
24310,727721,27489,60,1
24311,727721,18369,872,2
24312,68875,663134,4317,2
24313,861755,68875,108,1
24314,548874,68875,127,1
24315,75908,68875,15428,10
24316,75908,25160,2797,21
24317,75908,39895,208669,117
24318,1415019,75908,1735,1
24319,35108,25160,37368,27
24320,6681,25160,16644,10
24321,6681,39079,89471,13
24322,6681,77871,4491,2
24323,6681,177069,4380,10
24324,6681,133557,2371,34
24325,59000,25160,581,14
24326,64343,25160,114482,124
24327,64343,1357,1027,96
24328,64343,60179,3039,84
24329,64343,894634,1318,7
24330,64343,3652,3375,4
24331,64343,1503661,222669,89
24332,64343,962541,6497,4
24333,64343,21026,20900,98
24334,64343,2177,24382,9
24335,64343,7117,26,1
24336,23606,25160,13565,39
24337,7029,25160,1222,9
24338,7029,543026,1354,1
24339,7029,215145,30261,76
24340,29414,25160,1228,10
24341,29414,2565,203,3
24342,1090357,35108,18333,10
24343,1090357,143706,601,4
24344,143706,301528,50,1
24345,143706,301510,820272,65
24346,143706,301508,108,2
24347,143706,301507,83,1
24348,143706,14064,69,1
24349,399,16672,670,2
24350,399,135589,8381,7
24351,399,6774,37133,30
24352,399,637,1635,2
24353,399,30238,6774,5
24354,399,95850,14872,11
24355,399,10226,8868,8
24356,399,8881,678,2
24357,399,42214,16124,14
24358,399,77703,145,3
24359,399,9168,3758,8
24360,399,150429,679,4
24361,399,46025,397,3
24362,399,5911,254,1
24363,399,33846,56808,50
24364,399,76423,90,1
24365,399,49636,2206,3
24366,399,53734,520,1
24367,399,72121,8475,12
24368,399,10288,17787,36
24369,399,64948,32,1
24370,399,25460,153,1
24371,399,126007,181,1
24372,399,71157,588,1
24373,399,39448,3832,5
24374,399,100686,20,1
24375,399,75229,18,1
24376,399,29789,2161,4
24377,399,28886,2546,1
24378,399,23573,249,1
24379,399,160524,102,1
24380,399,475882,987,2
24381,399,42531,3115,1
24382,119707,87042,64,2
24383,119707,30027,219,1
24384,20921,119707,2747,31
24385,20921,9802,359,12
24386,20921,28434,5008,72
24387,20921,33238,4234,2
24388,20921,67560,1545,12
24389,20921,36133,112547,326
24390,20921,159082,400,1
24391,30027,119707,23898,96
24392,30027,1357,4025,101
24393,30027,672281,19444,323
24394,30027,640058,1272,6
24395,30027,119733,280,2
24396,30027,131718,522,1
24397,1432099,35994,32,1
24398,23011,3276,2813,5
24399,23011,13933,52992,50
24400,7754,47199,6583,15
24401,7754,272993,105000,5
24402,7754,26304,1487,3
24403,272993,7754,300827,33
24404,32030,26304,19335,100
24405,32030,939064,42262,35
24406,32030,93121,2972,15
24407,32030,149109,480,1
24408,32030,939057,134452,103
24409,93121,32030,21,1
24410,93121,55729,31794,93
24411,723433,32030,997,1
24412,723433,175,167,2
24413,55729,93121,15723,49
24414,55729,21106,205178,327
24415,55729,580924,1789,2
24416,55729,12532,39032,153
24417,55729,121512,35216,23
24418,21106,55729,4549,2
24419,12532,55729,137,1
24420,12532,72769,330,1
24421,1338394,55729,330,3
24422,1338394,2783,2193,1
24423,1077456,55729,14208,89
24424,205509,55729,12347,24
24425,25898,55729,468,3
24426,25898,267584,927,1
24427,706764,55729,198,3
24428,318638,55729,3037,3
24429,318638,8102,567,3
24430,1533239,55729,39,2
24431,40770,21106,6096,5
24432,40770,935966,410561,65
24433,40770,158962,80297,358
24434,40770,21028,1833,1
24435,40770,1094662,10645,7
24436,935966,40770,504924,109
24437,158962,40770,2795,8
24438,158962,73011,2992,5
24439,21028,40770,1095,1
24440,21028,92265,7,1
24441,21028,10946,677,1
24442,21028,71361,5561,2
24443,73011,158962,13098,142
24444,73011,1229457,5465,4
24445,73011,26813,113,1
24446,886711,73011,254,1
24447,886711,394928,1485,1
24448,1181095,73011,124,1
24449,1181095,7718,8007,8
24450,26813,42511,20,1
24451,702356,394928,922,4
24452,702356,127870,19383,46
24453,702356,166493,32317,201
24454,1130735,394928,140457,183
24455,1130735,20287,53295,191
24456,138528,127870,2950,4
24457,1123466,127870,22501,33
24458,1123466,190179,10644,2
24459,1123466,8546,1562,2
24460,32424,138528,125244,79
24461,32424,56359,51576,38
24462,32424,752378,2725,1
24463,32424,476600,123725,14
24464,278388,8546,1010,1
24465,278388,15553,1823,3
24466,612859,8546,4214,1
24467,612859,6089,295,4
24468,966456,8546,34,1
24469,1134707,8546,169,1
24470,514686,8546,1347,1
24471,211685,8546,793,2
24472,1597616,8546,565,2
24473,1450944,8546,19,1
24474,1450944,5984,239,1
24475,625824,8546,3908,1
24476,1413209,8546,3229,1
24477,1307643,8546,8,1
24478,849181,8546,5,1
24479,655008,8546,35,1
24480,655008,17622,11,1
24481,1278847,8546,135,1
24482,1278847,81715,954,3
24483,1100896,8546,35,1
24484,1094441,8546,125,1
24485,378719,8546,50,1
24486,378719,14995,3300,2
24487,1390829,8546,52,2
24488,687861,8546,130,1
24489,687861,11374,4596,29
24490,378710,8546,35,1
24491,1147400,8546,75,1
24492,935234,8546,15,1
24493,378731,8546,125,1
24494,1195370,8546,26,1
24495,79407,8546,806,1
24496,114075,278388,2216,7
24497,114075,7128,969,32
24498,605388,7727,18716,39
24499,605388,3732,433,1
24500,125496,7727,13822,2
24501,517534,7727,551,1
24502,797317,7727,37,1
24503,1388685,7727,6658,15
24504,1388685,9487,38,1
24505,44239,195813,296217,38
24506,44239,24752,36280,44
24507,24752,50552,6718,1
24508,24752,40134,396,2
24509,24752,799,1918,1
24510,24752,319935,9,1
24511,24752,2222,21,1
24512,50552,24752,67037,19
24513,50552,19008,1275,5
24514,799,24752,45596,31
24515,799,31919,2726,2
24516,799,10553,34545,29
24517,799,19409,5069,6
24518,799,61867,14430,6
24519,799,66111,10375,2
24520,799,275596,12828,14
24521,799,140658,210264,75
24522,799,17942,1973,2
24523,799,9225,10219,8
24524,799,22246,34173,34
24525,799,189629,311,2
24526,799,14527,1919,1
24527,799,117367,1600,5
24528,799,10032,638,1
24529,799,74075,3376,2
24530,799,37797,28914,22
24531,799,15015,36039,20
24532,799,6226,848,5
24533,799,983,1577,1
24534,799,98611,45763,27
24535,799,41910,32476,10
24536,799,102944,157,1
24537,799,89122,4817,8
24538,799,108465,1850,2
24539,799,79211,2268,2
24540,799,22630,29250,25
24541,799,587056,1959,3
24542,319935,52979,346,1
24543,393882,24752,834,2
24544,19008,106502,850502,164
24545,19008,2878,16512,2
24546,19008,232498,2044,1
24547,106502,19008,1500,6
24548,106502,23196,49343,114
24549,6199,106502,6352,42
24550,6199,2878,115250,12
24551,6199,186058,967,2
24552,6199,178056,181,1
24553,6199,125186,1929,6
24554,6199,186060,1815,1
24555,6199,4661,3636,46
24556,6199,38909,151,1
24557,5109,106502,243,4
24558,5109,19965,417,1
24559,5109,545429,4020,1
24560,5109,545422,278875,52
24561,1067110,236702,1459200,77
24562,1067110,37578,11510,3
24563,177458,9654,135,1
24564,37578,1551784,861,1
24565,65300,177458,6565,4
24566,65300,3285,96,1
24567,65300,199313,5306,35
24568,1163646,30122,1257,1
24569,1115787,30122,8,1
24570,426,12625,115100,2
24571,11293,79967,378,1
24572,1235001,30122,971,1
24573,118181,30122,222,1
24574,25981,426,2054,38
24575,25981,46526,2340,34
24576,210662,426,1249,12
24577,210662,2222,1585,12
24578,210662,7033,500,1
24579,210662,2165,31,1
24580,5227,426,2026,18
24581,5227,26828,430,1
24582,5227,20427,692,3
24583,5227,1113069,496,1
24584,59145,426,3044,23
24585,59145,31073,1850,3
24586,59145,34341,14,1
24587,59145,100111,407,1
24588,59145,12663,2743,4
24589,36601,426,3062,37
24590,36601,7631,31,1
24591,36601,419180,574,1
24592,9099,426,4218,41
24593,9099,1294295,16585,5
24594,9099,338478,6149,4
24595,9099,430551,4000,3
24596,36559,426,9177,52
24597,36559,68784,11999,40
24598,36559,1369686,64274,95
24599,22200,426,7926,51
24600,22200,46529,1795,5
24601,22200,610670,989,4
24602,22200,116219,36811,97
24603,27141,426,4836,37
24604,27141,15995,15681,122
24605,27141,935,468,1
24606,27141,62614,259,1
24607,27141,7314,1082,1
24608,8841,426,3574,36
24609,155060,426,600,1
24610,155060,6459,289,2
24611,13792,426,29329,53
24612,13792,80421,64579,15
24613,13792,486610,77,2
24614,12625,426,4819,49
24615,12625,379,30,1
24616,12625,42909,600274,326
24617,2987,426,248,15
24618,2987,349759,13528,45
24619,2987,653960,14149,5
24620,35177,426,40654,53
24621,35177,531202,27,1
24622,16643,81127,72102,5
24623,16643,46298,12526,7
24624,31148,87515,821,1
24625,31148,3356,895,5
24626,81127,16643,159,1
24627,81127,17870,6396,17
24628,81127,95704,450838,229
24629,256051,16643,6953,1
24630,256051,42328,654,4
24631,256051,92964,11168,14
24632,41196,16643,70785,1
24633,41196,13771,11598,9
24634,41196,38766,118,1
24635,1568751,31148,5963,11
24636,1568751,71996,3474,18
24637,1568751,38497,35937,16
24638,1568751,112781,80473,7
24639,536776,31148,5924,9
24640,536776,9088,1875,2
24641,3356,195117,7,1
24642,18453,31148,2023,1
24643,18453,129267,50,1
24644,18453,129268,16591,11
24645,18453,129262,1898,4
24646,625812,31148,1026,2
24647,625812,8334,16364,42
24648,189534,31148,603,1
24649,14540,31148,540,2
24650,14540,246065,41,1
24651,14540,161169,54749,125
24652,14540,536747,943,4
24653,14540,536746,83,1
24654,14540,536744,50,1
24655,14540,536779,665,3
24656,14540,536757,60422,108
24657,14540,210890,15,1
24658,14540,536771,132,1
24659,14540,471072,985755,317
24660,14540,536766,3933,1
24661,6676,31148,8924,5
24662,6676,5567,186156,117
24663,6676,70740,453,1
24664,6676,35781,30992,4
24665,6676,15922,18546,130
24666,6676,94539,86063,121
24667,6189,87515,791,1
24668,6189,126374,383,1
24669,6189,32845,7,1
24670,6189,2877,32547,7
24671,6189,914005,250,1
24672,6189,914012,299209,194
24673,6189,523678,2639,3
24674,126374,113719,67034,26
24675,1063766,6189,1503,1
24676,495612,6189,66638,19
24677,495612,49418,9032,14
24678,2877,6189,12047,9
24679,2877,82960,4038,6
24680,2877,5251,607,5
24681,19790,126374,20343,3
24682,19790,235265,332891,226
24683,1264946,32845,13,1
24684,807211,32845,6225,11
24685,179868,32845,323,1
24686,60631,32845,64582,71
24687,60631,194493,907,1
24688,194493,60631,100982,24
24689,194493,268588,51424,32
24690,3980,130293,432,2
24691,3980,311460,11690,12
24692,3980,123936,300,3
24693,3980,1221283,300,1
24694,3980,31007,335,1
24695,3980,14093,24998,48
24696,3980,1221273,67829,26
24697,3980,28944,1788,3
24698,3980,222106,187170,112
24699,3980,931123,3629,2
24700,1532484,3980,2246,1
24701,31007,40302,21,1
24702,14093,11973,3500,2
24703,222106,3980,6814,2
24704,931123,19480,90,1
24705,74741,110428,240,1
24706,29473,74741,1218,1
24707,110428,225033,157,1
24708,133817,110428,90,1
24709,1401324,110428,2167,1
24710,1401324,19480,695,1
24711,16996,110428,496,1
24712,16996,110340,31,1
24713,16996,110290,45,2
24714,16996,28359,310,1
24715,16996,110317,3200,5
24716,16996,110296,36,2
24717,16996,110373,22,1
24718,16996,110423,119,3
